pts,wk,position,player
127,69,422,"{'id': 62046, 'name': 'Taisei Ichikawa', 'birthday': '2000-12-21T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
127,2,423,"{'id': 91863, 'name': 'Loann Massard', 'birthday': '2005-07-27T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
126,-49,424,"{'id': 44595, 'name': 'Ugo Blanchet', 'birthday': '1999-01-05T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
126,2,425,"{'id': 8049, 'name': 'Ruben Gonzales', 'birthday': '1985-09-11T00:00:00.000Z', 'countryAcr': 'PHI', 'country': {'name': 'Philippines', 'acronym': 'PHI'}}"
126,2,426,"{'id': 81601, 'name': 'Yanaki Milev', 'birthday': '2004-04-15T00:00:00.000Z', 'countryAcr': 'BUL', 'country': {'name': 'Bulgaria', 'acronym': 'BUL'}}"
125,2,427,"{'id': 52394, 'name': 'Thiago Agustin Tirante', 'birthday': '2001-04-10T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
125,-73,428,"{'id': 28170, 'name': 'Arthur Rinderknech', 'birthday': '1995-07-23T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
125,1,429,"{'id': 71812, 'name': 'Simone Agostini', 'birthday': '1997-03-29T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
125,9,430,"{'id': 36211, 'name': 'Jesse Delaney', 'birthday': '1998-11-14T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
124,-42,431,"{'id': 18669, 'name': 'David Jorda Sanchis', 'birthday': '1994-06-14T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
124,-1,432,"{'id': 38936, 'name': 'Ergi Kirkin', 'birthday': '1999-01-27T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
122,1,433,"{'id': 22432, 'name': 'Thanasi Kokkinakis', 'birthday': '1996-04-10T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
122,25,434,"{'id': 86156, 'name': 'Hynek Barton', 'birthday': '2004-04-05T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
122,1,435,"{'id': 84120, 'name': 'Mili Poljicak', 'birthday': '2004-07-13T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
122,1,436,"{'id': 86275, 'name': 'Juan Manuel La Serna', 'birthday': '2004-02-05T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
122,1,437,"{'id': 40825, 'name': 'Manish Sureshkumar', 'birthday': '1999-08-13T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
121,2,438,"{'id': 68393, 'name': 'Max Houkes', 'birthday': '2000-07-03T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
121,2,439,"{'id': 66254, 'name': 'Jonas Forejtek', 'birthday': '2001-03-10T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
120,3,440,"{'id': 58726, 'name': 'Yanki Erel', 'birthday': '2000-09-25T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
120,3,441,"{'id': 79673, 'name': 'Filip Pieczonka', 'birthday': '2004-04-09T00:00:00.000Z', 'countryAcr': 'POL', 'country': {'name': 'Poland', 'acronym': 'POL'}}"
120,-42,442,"{'id': 69729, 'name': 'Pedro Boscardin Dias', 'birthday': '2003-01-28T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
120,2,443,"{'id': 71188, 'name': 'Giles Hussey', 'birthday': '1997-05-26T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
119,2,444,"{'id': 27531, 'name': 'Akira Santillan', 'birthday': '1997-05-22T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
119,2,445,"{'id': 57933, 'name': 'Matthew Summers', 'birthday': '1998-09-25T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
117,2,446,"{'id': 42963, 'name': 'Carlos Sanchez Jover', 'birthday': '2000-07-21T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
117,2,447,"{'id': 30978, 'name': 'Nathan Ponwith', 'birthday': '1998-04-20T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
117,230,448,"{'id': 12276, 'name': 'Juan Sebastian Gomez', 'birthday': '1992-03-05T00:00:00.000Z', 'countryAcr': 'COL', 'country': {'name': 'Colombia', 'acronym': 'COL'}}"
117,39,449,"{'id': 45252, 'name': 'Rafael Izquierdo Luque', 'birthday': '2000-01-10T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
116,233,450,"{'id': 77443, 'name': 'Johan Alexander Rodriguez', 'birthday': '2003-09-26T00:00:00.000Z', 'countryAcr': 'COL', 'country': {'name': 'Colombia', 'acronym': 'COL'}}"
116,0,451,"{'id': 63737, 'name': 'Francesco Maestrelli', 'birthday': '2002-12-21T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
115,0,452,"{'id': 73196, 'name': 'Dominic Stricker', 'birthday': '2002-08-16T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
115,0,453,"{'id': 97973, 'name': 'Yi Zhou', 'birthday': '2005-03-14T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
115,0,454,"{'id': 28895, 'name': 'Maxime Janvier', 'birthday': '1996-10-18T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
115,-23,455,"{'id': 77191, 'name': 'Yusuke Kusuhara', 'birthday': '1997-08-09T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
115,22,456,"{'id': 54963, 'name': 'Lucas Horve', 'birthday': '2000-02-25T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
115,-2,457,"{'id': 18612, 'name': 'Joao Domingues', 'birthday': '1993-10-05T00:00:00.000Z', 'countryAcr': 'POR', 'country': {'name': 'Portugal', 'acronym': 'POR'}}"
115,-2,458,"{'id': 92247, 'name': 'Federico Bondioli', 'birthday': '2005-05-16T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
114,-2,459,"{'id': 66379, 'name': 'Alvaro Guillen Meza', 'birthday': '2003-01-02T00:00:00.000Z', 'countryAcr': 'ECU', 'country': {'name': 'Ecuador', 'acronym': 'ECU'}}"
114,40,460,"{'id': 45977, 'name': 'Sanhui Shin', 'birthday': '1997-03-18T00:00:00.000Z', 'countryAcr': 'KOR', 'country': {'name': 'Korea, Rep.', 'acronym': 'KOR'}}"
114,19,461,"{'id': 68635, 'name': 'Noah Perfetti', 'birthday': '2001-01-15T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
114,-4,462,"{'id': 84941, 'name': 'Dimitris Sakellaridis', 'birthday': '2006-04-30T00:00:00.000Z', 'countryAcr': 'GRE', 'country': {'name': 'Greece', 'acronym': 'GRE'}}"
113,-3,463,"{'id': 38634, 'name': 'Finn Bass', 'birthday': '1999-10-09T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
113,-62,464,"{'id': 36276, 'name': 'Kris Van Wyk', 'birthday': '1996-09-29T00:00:00.000Z', 'countryAcr': 'RSA', 'country': {'name': 'South Africa', 'acronym': 'RSA'}}"
112,-4,465,"{'id': 65903, 'name': 'Arthur Bouquier', 'birthday': '2000-12-25T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
111,55,466,"{'id': 41484, 'name': 'Nikolas Sanchez-Izquierdo', 'birthday': '1999-03-15T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
111,-5,467,"{'id': 99846, 'name': 'Ryotaro Taguchi', 'birthday': '2000-06-30T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
111,-5,468,"{'id': 84323, 'name': 'Lukas Pokorny', 'birthday': '2002-02-28T00:00:00.000Z', 'countryAcr': 'SVK', 'country': {'name': 'Slovakia', 'acronym': 'SVK'}}"
110,-5,469,"{'id': 32729, 'name': 'Yosuke Watanuki', 'birthday': '1998-04-12T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
110,-5,470,"{'id': 18524, 'name': 'Aslan Karatsev', 'birthday': '1993-09-04T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
110,-5,471,"{'id': 84237, 'name': 'Sander Jong', 'birthday': '2000-05-18T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
110,-5,472,"{'id': 5069, 'name': 'Vishnu Vardhan', 'birthday': '1987-07-27T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
110,-5,473,"{'id': 59646, 'name': 'Parikshit Somani', 'birthday': '1999-12-02T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
110,-5,474,"{'id': 19871, 'name': 'Nick Chappell', 'birthday': '1992-09-19T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
110,-5,475,"{'id': 51087, 'name': 'Naoki Tajima', 'birthday': '2000-09-21T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
109,-5,476,"{'id': 92095, 'name': 'Luca Pow', 'birthday': '2005-02-01T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
109,-5,477,"{'id': 56211, 'name': 'Keegan Smith', 'birthday': '1998-06-23T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
109,-5,478,"{'id': 36062, 'name': 'Marek Gengel', 'birthday': '1995-09-17T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
108,-5,479,"{'id': 69015, 'name': 'Andrea Picchione', 'birthday': '1998-06-07T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
108,-5,480,"{'id': 53517, 'name': 'Sidane Pontjodikromo', 'birthday': '2000-10-24T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
107,-5,481,"{'id': 33298, 'name': 'Antoine Bellier', 'birthday': '1996-10-18T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
107,16,482,"{'id': 79440, 'name': 'Oliver Okonkwo', 'birthday': '2000-04-08T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
107,-60,483,"{'id': 28685, 'name': 'Viktor Durasovic', 'birthday': '1997-03-19T00:00:00.000Z', 'countryAcr': 'NOR', 'country': {'name': 'Norway', 'acronym': 'NOR'}}"
107,-51,484,"{'id': 28417, 'name': 'Zvonimir Babic', 'birthday': '1995-10-22T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
107,-6,485,"{'id': 55251, 'name': 'George Houghton', 'birthday': '1998-07-11T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
105,-5,486,"{'id': 54207, 'name': 'Maxime Cressy', 'birthday': '1997-05-08T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
105,-5,487,"{'id': 55252, 'name': 'Otto Virtanen', 'birthday': '2001-06-21T00:00:00.000Z', 'countryAcr': 'FIN', 'country': {'name': 'Finland', 'acronym': 'FIN'}}"
104,-4,488,"{'id': 57258, 'name': 'Benjamin Winter Lopez', 'birthday': '1998-05-27T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
104,29,489,"{'id': 85119, 'name': 'Ilya Snitari', 'birthday': '2002-03-20T00:00:00.000Z', 'countryAcr': 'MDA', 'country': {'name': 'Moldova', 'acronym': 'MDA'}}"
104,-5,490,"{'id': 73607, 'name': 'Liam Hignett', 'birthday': '1999-12-06T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
104,-4,491,"{'id': 34320, 'name': 'Eleftherios Neos', 'birthday': '1999-09-06T00:00:00.000Z', 'countryAcr': 'CYP', 'country': {'name': 'Cyprus', 'acronym': 'CYP'}}"
104,-6,492,"{'id': 28774, 'name': 'Khumoun Sultanov', 'birthday': '1998-10-27T00:00:00.000Z', 'countryAcr': 'UZB', 'country': {'name': 'Uzbekistan', 'acronym': 'UZB'}}"
103,26,493,"{'id': 28936, 'name': 'Mert Naci Turker', 'birthday': '1998-08-16T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
102,242,494,"{'id': 36278, 'name': 'Rigele Te', 'birthday': '1997-10-09T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
102,-5,495,"{'id': 754, 'name': 'Aisam Qureshi', 'birthday': '1980-03-17T00:00:00.000Z', 'countryAcr': 'PAK', 'country': {'name': 'Pakistan', 'acronym': 'PAK'}}"
102,-7,496,"{'id': 45938, 'name': 'Florian Broska', 'birthday': '1998-01-01T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
102,26,497,"{'id': 89402, 'name': 'Erik Arutiunian', 'birthday': '2004-10-19T00:00:00.000Z', 'countryAcr': 'BLR', 'country': {'name': 'Belarus', 'acronym': 'BLR'}}"
100,-4,498,"{'id': 28899, 'name': 'Benjamin Bonzi', 'birthday': '1996-06-09T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
100,-4,499,"{'id': 29180, 'name': 'Billy Harris', 'birthday': '1995-01-25T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
100,-4,500,"{'id': 36793, 'name': 'Felix Corwin', 'birthday': '1996-05-26T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
99,-4,501,"{'id': 68090, 'name': 'Jacob Fearnley', 'birthday': '2001-07-15T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
99,7,502,"{'id': 65129, 'name': 'Alejo Lorenzo Lingua Lavallen', 'birthday': '2001-03-09T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
99,-4,503,"{'id': 70062, 'name': 'Adam Heinonen', 'birthday': '2002-08-22T00:00:00.000Z', 'countryAcr': 'SWE', 'country': {'name': 'Sweden', 'acronym': 'SWE'}}"
98,-2,504,"{'id': 55841, 'name': 'Dhakshineswar Suresh', 'birthday': '2000-03-29T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
98,-2,505,"{'id': 73949, 'name': 'Erik Grevelius', 'birthday': '2000-06-24T00:00:00.000Z', 'countryAcr': 'SWE', 'country': {'name': 'Sweden', 'acronym': 'SWE'}}"
98,-1,506,"{'id': 85844, 'name': 'Marcello Serafini', 'birthday': '2002-08-25T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
98,-1,507,"{'id': 77575, 'name': 'John Sperle', 'birthday': '2002-01-30T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
98,-15,508,"{'id': 27478, 'name': 'Kazuma Kawachi', 'birthday': '1994-10-11T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
98,-17,509,"{'id': 36620, 'name': 'Simon Beaupain', 'birthday': '1999-05-18T00:00:00.000Z', 'countryAcr': 'BEL', 'country': {'name': 'Belgium', 'acronym': 'BEL'}}"
97,0,510,"{'id': 81995, 'name': 'Luciano Emanuel Ambrogi', 'birthday': '2003-11-19T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
96,0,511,"{'id': 12662, 'name': 'Tennys Sandgren', 'birthday': '1991-07-22T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
96,0,512,"{'id': 42229, 'name': 'Camilo Ugo Carabelli', 'birthday': '1999-06-17T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
95,1,513,"{'id': 91521, 'name': 'Joao Fonseca', 'birthday': '2006-08-21T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
95,1,514,"{'id': 63299, 'name': 'Dalibor Svrcina', 'birthday': '2002-10-02T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
95,1,515,"{'id': 55868, 'name': 'Lorenzo Joaquin Rodriguez', 'birthday': '1999-09-29T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
95,1,516,"{'id': 31698, 'name': 'Luca Giacomini', 'birthday': '1997-10-24T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
95,83,517,"{'id': 99755, 'name': 'James Watt', 'birthday': '2000-06-09T00:00:00.000Z', 'countryAcr': 'NZL', 'country': {'name': 'New Zealand', 'acronym': 'NZL'}}"
94,2,518,"{'id': 55828, 'name': 'Clement Chidekh', 'birthday': '2001-06-13T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
94,29,519,"{'id': 54563, 'name': 'Stefan Latinovic', 'birthday': '1999-11-22T00:00:00.000Z', 'countryAcr': 'SRB', 'country': {'name': 'Serbia', 'acronym': 'SRB'}}"
93,303,520,"{'id': 10828, 'name': 'Radu Albot', 'birthday': '1989-11-11T00:00:00.000Z', 'countryAcr': 'MDA', 'country': {'name': 'Moldova', 'acronym': 'MDA'}}"
93,3,521,"{'id': 82492, 'name': 'Ozan Baris', 'birthday': '2004-03-31T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
93,52,522,"{'id': 87277, 'name': 'Arthur Gea', 'birthday': '2005-01-02T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
93,305,523,"{'id': 51859, 'name': 'Sheng Tang', 'birthday': '2000-01-28T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
93,1,524,"{'id': 58432, 'name': 'Oleksandr Ovcharenko', 'birthday': '2001-10-17T00:00:00.000Z', 'countryAcr': 'UKR', 'country': {'name': 'Ukraine', 'acronym': 'UKR'}}"
93,1,525,"{'id': 66499, 'name': 'Younes Lalami Laaroussi', 'birthday': '2001-04-18T00:00:00.000Z', 'countryAcr': 'MAR', 'country': {'name': 'Morocco', 'acronym': 'MAR'}}"
93,1,526,"{'id': 45228, 'name': 'Alexey Nesterov', 'birthday': '1998-01-22T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
92,-92,527,"{'id': 30944, 'name': 'Alfredo Perez', 'birthday': '1997-05-22T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
92,0,528,"{'id': 69574, 'name': 'Tyler Zink', 'birthday': '2001-01-30T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
92,0,529,"{'id': 100722, 'name': 'Zhan Zheng', 'birthday': '2003-03-10T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
92,0,530,"{'id': 18495, 'name': 'Alexey Vatutin', 'birthday': '1992-10-27T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
92,-24,531,"{'id': 32910, 'name': 'Sergi Perez Contri', 'birthday': '1998-01-20T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
92,-1,532,"{'id': 85308, 'name': 'Petr Bar Biryukov', 'birthday': '2002-02-28T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
92,49,533,"{'id': 31517, 'name': 'Stefano Reitano', 'birthday': '1997-07-21T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
91,-12,534,"{'id': 68639, 'name': 'Axel Garcian', 'birthday': '2002-06-07T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
91,-34,535,"{'id': 34844, 'name': 'Duarte Vale', 'birthday': '1999-01-11T00:00:00.000Z', 'countryAcr': 'POR', 'country': {'name': 'Portugal', 'acronym': 'POR'}}"
91,45,536,"{'id': 56591, 'name': 'Matthew Hulme', 'birthday': '1999-02-17T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
90,-5,537,"{'id': 9831, 'name': 'John Millman', 'birthday': '1989-06-14T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
90,-5,538,"{'id': 13674, 'name': 'Marton Fucsovics', 'birthday': '1992-02-08T00:00:00.000Z', 'countryAcr': 'HUN', 'country': {'name': 'Hungary', 'acronym': 'HUN'}}"
90,-5,539,"{'id': 63017, 'name': 'Jack Draper', 'birthday': '2001-12-22T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
90,-5,539,"{'id': 14745, 'name': 'Jason Murray Kubler', 'birthday': '1993-05-19T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
90,-5,539,"{'id': 14609, 'name': 'Thiago Moura Monteiro', 'birthday': '1994-05-31T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
90,-5,542,"{'id': 17004, 'name': 'Ben Mclachlan', 'birthday': '1992-05-10T00:00:00.000Z', 'countryAcr': 'NZL', 'country': {'name': 'New Zealand', 'acronym': 'NZL'}}"
90,-5,542,"{'id': 24225, 'name': 'Yoshihito Nishioka', 'birthday': '1995-09-27T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
90,-5,544,"{'id': 12190, 'name': 'Dusan Lajovic', 'birthday': '1990-06-30T00:00:00.000Z', 'countryAcr': 'SRB', 'country': {'name': 'Serbia', 'acronym': 'SRB'}}"
90,-5,544,"{'id': 26473, 'name': 'Hubert Hurkacz', 'birthday': '1997-02-11T00:00:00.000Z', 'countryAcr': 'POL', 'country': {'name': 'Poland', 'acronym': 'POL'}}"
90,-5,546,"{'id': 52140, 'name': 'Fabian Marozsan', 'birthday': '1999-10-08T00:00:00.000Z', 'countryAcr': 'HUN', 'country': {'name': 'Hungary', 'acronym': 'HUN'}}"
90,-5,547,"{'id': 29732, 'name': 'Daniel Altmaier', 'birthday': '1998-09-12T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
90,-4,548,"{'id': 40434, 'name': 'Felix Auger Aliassime', 'birthday': '2000-08-08T00:00:00.000Z', 'countryAcr': 'CAN', 'country': {'name': 'Canada', 'acronym': 'CAN'}}"
90,-4,549,"{'id': 28267, 'name': 'Aleksandar Vukic', 'birthday': '1996-04-06T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
90,-4,550,"{'id': 71166, 'name': 'Chak Lam Coleman Wong', 'birthday': '2004-06-06T00:00:00.000Z', 'countryAcr': 'HKG', 'country': {'name': 'Hong Kong', 'acronym': 'HKG'}}"
90,-4,551,"{'id': 83306, 'name': 'Viacheslav Bielinskyi', 'birthday': '2003-12-02T00:00:00.000Z', 'countryAcr': 'UKR', 'country': {'name': 'Ukraine', 'acronym': 'UKR'}}"
90,-3,552,"{'id': 38295, 'name': 'Michael Shaw', 'birthday': '1999-02-19T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
89,-2,553,"{'id': 79061, 'name': 'Kristijan Juhas', 'birthday': '2001-06-04T00:00:00.000Z', 'countryAcr': 'SRB', 'country': {'name': 'Serbia', 'acronym': 'SRB'}}"
89,-2,554,"{'id': 39039, 'name': 'Boris Kozlov', 'birthday': '2000-08-26T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
89,-1,555,"{'id': 23099, 'name': 'Hernan Casanova', 'birthday': '1994-02-06T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
89,0,556,"{'id': 68405, 'name': 'Diego Barreto Sanchez', 'birthday': '2002-04-18T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
89,0,557,"{'id': 41473, 'name': 'Michalis Sakellaridis', 'birthday': '2001-01-15T00:00:00.000Z', 'countryAcr': 'GRE', 'country': {'name': 'Greece', 'acronym': 'GRE'}}"
88,0,558,"{'id': 25365, 'name': 'Marc Polmans', 'birthday': '1997-05-02T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
88,0,559,"{'id': 84239, 'name': 'Fons Van Sambeek', 'birthday': '2002-02-10T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
87,1,560,"{'id': 56590, 'name': 'Dane Sweeny', 'birthday': '2001-02-12T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
87,1,561,"{'id': 73983, 'name': 'Gonzalo Bueno', 'birthday': '2004-04-03T00:00:00.000Z', 'countryAcr': 'PER', 'country': {'name': 'Peru', 'acronym': 'PER'}}"
