pts,position,player
124,432,"{'id': 38936, 'name': 'Ergi Kirkin', 'birthday': '1999-01-27T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
122,433,"{'id': 22432, 'name': 'Thanasi Kokkinakis', 'birthday': '1996-04-10T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
122,434,"{'id': 86156, 'name': 'Hynek Barton', 'birthday': '2004-04-05T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
122,435,"{'id': 84120, 'name': 'Mili Poljicak', 'birthday': '2004-07-13T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
122,436,"{'id': 86275, 'name': 'Juan Manuel La Serna', 'birthday': '2004-02-05T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
122,437,"{'id': 40825, 'name': 'Manish Sureshkumar', 'birthday': '1999-08-13T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
121,438,"{'id': 68393, 'name': 'Max Houkes', 'birthday': '2000-07-03T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
121,439,"{'id': 66254, 'name': 'Jonas Forejtek', 'birthday': '2001-03-10T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
120,440,"{'id': 58726, 'name': 'Yanki Erel', 'birthday': '2000-09-25T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
120,441,"{'id': 79673, 'name': 'Filip Pieczonka', 'birthday': '2004-04-09T00:00:00.000Z', 'countryAcr': 'POL', 'country': {'name': 'Poland', 'acronym': 'POL'}}"
120,442,"{'id': 69729, 'name': 'Pedro Boscardin Dias', 'birthday': '2003-01-28T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
120,443,"{'id': 71188, 'name': 'Giles Hussey', 'birthday': '1997-05-26T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
119,444,"{'id': 27531, 'name': 'Akira Santillan', 'birthday': '1997-05-22T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
119,445,"{'id': 57933, 'name': 'Matthew Summers', 'birthday': '1998-09-25T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
117,446,"{'id': 42963, 'name': 'Carlos Sanchez Jover', 'birthday': '2000-07-21T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
117,447,"{'id': 30978, 'name': 'Nathan Ponwith', 'birthday': '1998-04-20T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
117,448,"{'id': 12276, 'name': 'Juan Sebastian Gomez', 'birthday': '1992-03-05T00:00:00.000Z', 'countryAcr': 'COL', 'country': {'name': 'Colombia', 'acronym': 'COL'}}"
117,449,"{'id': 45252, 'name': 'Rafael Izquierdo Luque', 'birthday': '2000-01-10T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
116,450,"{'id': 77443, 'name': 'Johan Alexander Rodriguez', 'birthday': '2003-09-26T00:00:00.000Z', 'countryAcr': 'COL', 'country': {'name': 'Colombia', 'acronym': 'COL'}}"
116,451,"{'id': 63737, 'name': 'Francesco Maestrelli', 'birthday': '2002-12-21T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
115,452,"{'id': 73196, 'name': 'Dominic Stricker', 'birthday': '2002-08-16T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
115,453,"{'id': 97973, 'name': 'Yi Zhou', 'birthday': '2005-03-14T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
115,454,"{'id': 28895, 'name': 'Maxime Janvier', 'birthday': '1996-10-18T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
115,455,"{'id': 77191, 'name': 'Yusuke Kusuhara', 'birthday': '1997-08-09T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
115,456,"{'id': 54963, 'name': 'Lucas Horve', 'birthday': '2000-02-25T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
115,457,"{'id': 18612, 'name': 'Joao Domingues', 'birthday': '1993-10-05T00:00:00.000Z', 'countryAcr': 'POR', 'country': {'name': 'Portugal', 'acronym': 'POR'}}"
115,458,"{'id': 92247, 'name': 'Federico Bondioli', 'birthday': '2005-05-16T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
114,459,"{'id': 66379, 'name': 'Alvaro Guillen Meza', 'birthday': '2003-01-02T00:00:00.000Z', 'countryAcr': 'ECU', 'country': {'name': 'Ecuador', 'acronym': 'ECU'}}"
114,460,"{'id': 45977, 'name': 'Sanhui Shin', 'birthday': '1997-03-18T00:00:00.000Z', 'countryAcr': 'KOR', 'country': {'name': 'Korea, Rep.', 'acronym': 'KOR'}}"
114,461,"{'id': 68635, 'name': 'Noah Perfetti', 'birthday': '2001-01-15T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
114,462,"{'id': 84941, 'name': 'Dimitris Sakellaridis', 'birthday': '2006-04-30T00:00:00.000Z', 'countryAcr': 'GRE', 'country': {'name': 'Greece', 'acronym': 'GRE'}}"
113,463,"{'id': 38634, 'name': 'Finn Bass', 'birthday': '1999-10-09T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
113,464,"{'id': 36276, 'name': 'Kris Van Wyk', 'birthday': '1996-09-29T00:00:00.000Z', 'countryAcr': 'RSA', 'country': {'name': 'South Africa', 'acronym': 'RSA'}}"
112,465,"{'id': 65903, 'name': 'Arthur Bouquier', 'birthday': '2000-12-25T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
111,466,"{'id': 41484, 'name': 'Nikolas Sanchez-Izquierdo', 'birthday': '1999-03-15T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
111,467,"{'id': 99846, 'name': 'Ryotaro Taguchi', 'birthday': '2000-06-30T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
111,468,"{'id': 84323, 'name': 'Lukas Pokorny', 'birthday': '2002-02-28T00:00:00.000Z', 'countryAcr': 'SVK', 'country': {'name': 'Slovakia', 'acronym': 'SVK'}}"
110,469,"{'id': 32729, 'name': 'Yosuke Watanuki', 'birthday': '1998-04-12T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
110,470,"{'id': 18524, 'name': 'Aslan Karatsev', 'birthday': '1993-09-04T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
110,471,"{'id': 84237, 'name': 'Sander Jong', 'birthday': '2000-05-18T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
110,472,"{'id': 5069, 'name': 'Vishnu Vardhan', 'birthday': '1987-07-27T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
110,473,"{'id': 59646, 'name': 'Parikshit Somani', 'birthday': '1999-12-02T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
110,474,"{'id': 19871, 'name': 'Nick Chappell', 'birthday': '1992-09-19T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
110,475,"{'id': 51087, 'name': 'Naoki Tajima', 'birthday': '2000-09-21T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
109,476,"{'id': 92095, 'name': 'Luca Pow', 'birthday': '2005-02-01T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
109,477,"{'id': 56211, 'name': 'Keegan Smith', 'birthday': '1998-06-23T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
109,478,"{'id': 36062, 'name': 'Marek Gengel', 'birthday': '1995-09-17T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
108,479,"{'id': 69015, 'name': 'Andrea Picchione', 'birthday': '1998-06-07T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
108,480,"{'id': 53517, 'name': 'Sidane Pontjodikromo', 'birthday': '2000-10-24T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
107,481,"{'id': 33298, 'name': 'Antoine Bellier', 'birthday': '1996-10-18T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
107,482,"{'id': 79440, 'name': 'Oliver Okonkwo', 'birthday': '2000-04-08T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
107,483,"{'id': 28685, 'name': 'Viktor Durasovic', 'birthday': '1997-03-19T00:00:00.000Z', 'countryAcr': 'NOR', 'country': {'name': 'Norway', 'acronym': 'NOR'}}"
107,484,"{'id': 28417, 'name': 'Zvonimir Babic', 'birthday': '1995-10-22T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
107,485,"{'id': 55251, 'name': 'George Houghton', 'birthday': '1998-07-11T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
105,486,"{'id': 54207, 'name': 'Maxime Cressy', 'birthday': '1997-05-08T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
105,487,"{'id': 55252, 'name': 'Otto Virtanen', 'birthday': '2001-06-21T00:00:00.000Z', 'countryAcr': 'FIN', 'country': {'name': 'Finland', 'acronym': 'FIN'}}"
104,488,"{'id': 57258, 'name': 'Benjamin Winter Lopez', 'birthday': '1998-05-27T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
104,489,"{'id': 85119, 'name': 'Ilya Snitari', 'birthday': '2002-03-20T00:00:00.000Z', 'countryAcr': 'MDA', 'country': {'name': 'Moldova', 'acronym': 'MDA'}}"
104,490,"{'id': 73607, 'name': 'Liam Hignett', 'birthday': '1999-12-06T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
104,491,"{'id': 34320, 'name': 'Eleftherios Neos', 'birthday': '1999-09-06T00:00:00.000Z', 'countryAcr': 'CYP', 'country': {'name': 'Cyprus', 'acronym': 'CYP'}}"
104,492,"{'id': 28774, 'name': 'Khumoun Sultanov', 'birthday': '1998-10-27T00:00:00.000Z', 'countryAcr': 'UZB', 'country': {'name': 'Uzbekistan', 'acronym': 'UZB'}}"
103,493,"{'id': 28936, 'name': 'Mert Naci Turker', 'birthday': '1998-08-16T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
102,494,"{'id': 36278, 'name': 'Rigele Te', 'birthday': '1997-10-09T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
102,495,"{'id': 754, 'name': 'Aisam Qureshi', 'birthday': '1980-03-17T00:00:00.000Z', 'countryAcr': 'PAK', 'country': {'name': 'Pakistan', 'acronym': 'PAK'}}"
102,496,"{'id': 45938, 'name': 'Florian Broska', 'birthday': '1998-01-01T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
102,497,"{'id': 89402, 'name': 'Erik Arutiunian', 'birthday': '2004-10-19T00:00:00.000Z', 'countryAcr': 'BLR', 'country': {'name': 'Belarus', 'acronym': 'BLR'}}"
100,498,"{'id': 28899, 'name': 'Benjamin Bonzi', 'birthday': '1996-06-09T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
100,499,"{'id': 29180, 'name': 'Billy Harris', 'birthday': '1995-01-25T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
100,500,"{'id': 36793, 'name': 'Felix Corwin', 'birthday': '1996-05-26T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
99,501,"{'id': 68090, 'name': 'Jacob Fearnley', 'birthday': '2001-07-15T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
99,502,"{'id': 65129, 'name': 'Alejo Lorenzo Lingua Lavallen', 'birthday': '2001-03-09T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
99,503,"{'id': 70062, 'name': 'Adam Heinonen', 'birthday': '2002-08-22T00:00:00.000Z', 'countryAcr': 'SWE', 'country': {'name': 'Sweden', 'acronym': 'SWE'}}"
98,504,"{'id': 55841, 'name': 'Dhakshineswar Suresh', 'birthday': '2000-03-29T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
98,505,"{'id': 73949, 'name': 'Erik Grevelius', 'birthday': '2000-06-24T00:00:00.000Z', 'countryAcr': 'SWE', 'country': {'name': 'Sweden', 'acronym': 'SWE'}}"
98,506,"{'id': 85844, 'name': 'Marcello Serafini', 'birthday': '2002-08-25T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
98,507,"{'id': 77575, 'name': 'John Sperle', 'birthday': '2002-01-30T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
98,508,"{'id': 27478, 'name': 'Kazuma Kawachi', 'birthday': '1994-10-11T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
98,509,"{'id': 36620, 'name': 'Simon Beaupain', 'birthday': '1999-05-18T00:00:00.000Z', 'countryAcr': 'BEL', 'country': {'name': 'Belgium', 'acronym': 'BEL'}}"
97,510,"{'id': 81995, 'name': 'Luciano Emanuel Ambrogi', 'birthday': '2003-11-19T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
96,511,"{'id': 12662, 'name': 'Tennys Sandgren', 'birthday': '1991-07-22T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
96,512,"{'id': 42229, 'name': 'Camilo Ugo Carabelli', 'birthday': '1999-06-17T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
95,513,"{'id': 91521, 'name': 'Joao Fonseca', 'birthday': '2006-08-21T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
95,514,"{'id': 63299, 'name': 'Dalibor Svrcina', 'birthday': '2002-10-02T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
95,515,"{'id': 55868, 'name': 'Lorenzo Joaquin Rodriguez', 'birthday': '1999-09-29T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
95,516,"{'id': 31698, 'name': 'Luca Giacomini', 'birthday': '1997-10-24T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
95,517,"{'id': 99755, 'name': 'James Watt', 'birthday': '2000-06-09T00:00:00.000Z', 'countryAcr': 'NZL', 'country': {'name': 'New Zealand', 'acronym': 'NZL'}}"
94,518,"{'id': 55828, 'name': 'Clement Chidekh', 'birthday': '2001-06-13T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
94,519,"{'id': 54563, 'name': 'Stefan Latinovic', 'birthday': '1999-11-22T00:00:00.000Z', 'countryAcr': 'SRB', 'country': {'name': 'Serbia', 'acronym': 'SRB'}}"
93,520,"{'id': 10828, 'name': 'Radu Albot', 'birthday': '1989-11-11T00:00:00.000Z', 'countryAcr': 'MDA', 'country': {'name': 'Moldova', 'acronym': 'MDA'}}"
93,521,"{'id': 82492, 'name': 'Ozan Baris', 'birthday': '2004-03-31T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
93,522,"{'id': 87277, 'name': 'Arthur Gea', 'birthday': '2005-01-02T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
93,523,"{'id': 51859, 'name': 'Sheng Tang', 'birthday': '2000-01-28T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
93,524,"{'id': 58432, 'name': 'Oleksandr Ovcharenko', 'birthday': '2001-10-17T00:00:00.000Z', 'countryAcr': 'UKR', 'country': {'name': 'Ukraine', 'acronym': 'UKR'}}"
93,525,"{'id': 66499, 'name': 'Younes Lalami Laaroussi', 'birthday': '2001-04-18T00:00:00.000Z', 'countryAcr': 'MAR', 'country': {'name': 'Morocco', 'acronym': 'MAR'}}"
93,526,"{'id': 45228, 'name': 'Alexey Nesterov', 'birthday': '1998-01-22T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
92,527,"{'id': 30944, 'name': 'Alfredo Perez', 'birthday': '1997-05-22T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
92,528,"{'id': 69574, 'name': 'Tyler Zink', 'birthday': '2001-01-30T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
92,529,"{'id': 100722, 'name': 'Zhan Zheng', 'birthday': '2003-03-10T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
92,530,"{'id': 18495, 'name': 'Alexey Vatutin', 'birthday': '1992-10-27T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
92,531,"{'id': 32910, 'name': 'Sergi Perez Contri', 'birthday': '1998-01-20T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
92,532,"{'id': 85308, 'name': 'Petr Bar Biryukov', 'birthday': '2002-02-28T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
92,533,"{'id': 31517, 'name': 'Stefano Reitano', 'birthday': '1997-07-21T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
91,534,"{'id': 68639, 'name': 'Axel Garcian', 'birthday': '2002-06-07T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
91,535,"{'id': 34844, 'name': 'Duarte Vale', 'birthday': '1999-01-11T00:00:00.000Z', 'countryAcr': 'POR', 'country': {'name': 'Portugal', 'acronym': 'POR'}}"
91,536,"{'id': 56591, 'name': 'Matthew Hulme', 'birthday': '1999-02-17T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
90,537,"{'id': 9831, 'name': 'John Millman', 'birthday': '1989-06-14T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
90,538,"{'id': 13674, 'name': 'Marton Fucsovics', 'birthday': '1992-02-08T00:00:00.000Z', 'countryAcr': 'HUN', 'country': {'name': 'Hungary', 'acronym': 'HUN'}}"
90,539,"{'id': 63017, 'name': 'Jack Draper', 'birthday': '2001-12-22T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
90,539,"{'id': 14745, 'name': 'Jason Murray Kubler', 'birthday': '1993-05-19T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
90,539,"{'id': 14609, 'name': 'Thiago Moura Monteiro', 'birthday': '1994-05-31T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
90,542,"{'id': 17004, 'name': 'Ben Mclachlan', 'birthday': '1992-05-10T00:00:00.000Z', 'countryAcr': 'NZL', 'country': {'name': 'New Zealand', 'acronym': 'NZL'}}"
90,542,"{'id': 24225, 'name': 'Yoshihito Nishioka', 'birthday': '1995-09-27T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
90,544,"{'id': 12190, 'name': 'Dusan Lajovic', 'birthday': '1990-06-30T00:00:00.000Z', 'countryAcr': 'SRB', 'country': {'name': 'Serbia', 'acronym': 'SRB'}}"
90,544,"{'id': 26473, 'name': 'Hubert Hurkacz', 'birthday': '1997-02-11T00:00:00.000Z', 'countryAcr': 'POL', 'country': {'name': 'Poland', 'acronym': 'POL'}}"
90,546,"{'id': 52140, 'name': 'Fabian Marozsan', 'birthday': '1999-10-08T00:00:00.000Z', 'countryAcr': 'HUN', 'country': {'name': 'Hungary', 'acronym': 'HUN'}}"
90,547,"{'id': 29732, 'name': 'Daniel Altmaier', 'birthday': '1998-09-12T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
90,548,"{'id': 40434, 'name': 'Felix Auger Aliassime', 'birthday': '2000-08-08T00:00:00.000Z', 'countryAcr': 'CAN', 'country': {'name': 'Canada', 'acronym': 'CAN'}}"
90,549,"{'id': 28267, 'name': 'Aleksandar Vukic', 'birthday': '1996-04-06T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
90,550,"{'id': 71166, 'name': 'Chak Lam Coleman Wong', 'birthday': '2004-06-06T00:00:00.000Z', 'countryAcr': 'HKG', 'country': {'name': 'Hong Kong', 'acronym': 'HKG'}}"
90,551,"{'id': 83306, 'name': 'Viacheslav Bielinskyi', 'birthday': '2003-12-02T00:00:00.000Z', 'countryAcr': 'UKR', 'country': {'name': 'Ukraine', 'acronym': 'UKR'}}"
90,552,"{'id': 38295, 'name': 'Michael Shaw', 'birthday': '1999-02-19T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
89,553,"{'id': 79061, 'name': 'Kristijan Juhas', 'birthday': '2001-06-04T00:00:00.000Z', 'countryAcr': 'SRB', 'country': {'name': 'Serbia', 'acronym': 'SRB'}}"
89,554,"{'id': 39039, 'name': 'Boris Kozlov', 'birthday': '2000-08-26T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
89,555,"{'id': 23099, 'name': 'Hernan Casanova', 'birthday': '1994-02-06T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
89,556,"{'id': 68405, 'name': 'Diego Barreto Sanchez', 'birthday': '2002-04-18T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
89,557,"{'id': 41473, 'name': 'Michalis Sakellaridis', 'birthday': '2001-01-15T00:00:00.000Z', 'countryAcr': 'GRE', 'country': {'name': 'Greece', 'acronym': 'GRE'}}"
88,558,"{'id': 25365, 'name': 'Marc Polmans', 'birthday': '1997-05-02T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
88,559,"{'id': 84239, 'name': 'Fons Van Sambeek', 'birthday': '2002-02-10T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
87,560,"{'id': 56590, 'name': 'Dane Sweeny', 'birthday': '2001-02-12T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
87,561,"{'id': 73983, 'name': 'Gonzalo Bueno', 'birthday': '2004-04-03T00:00:00.000Z', 'countryAcr': 'PER', 'country': {'name': 'Peru', 'acronym': 'PER'}}"
87,562,"{'id': 25539, 'name': 'Shintaro Imai', 'birthday': '1993-09-07T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
87,563,"{'id': 52543, 'name': 'Diogo Marques', 'birthday': '1999-08-08T00:00:00.000Z', 'countryAcr': 'POR', 'country': {'name': 'Portugal', 'acronym': 'POR'}}"
87,564,"{'id': 35681, 'name': 'Raphael Calzi', 'birthday': '1997-07-16T00:00:00.000Z', 'countryAcr': 'LUX', 'country': {'name': 'Luxembourg', 'acronym': 'LUX'}}"
87,565,"{'id': 67863, 'name': 'Gokberk Saritas', 'birthday': '2003-07-18T00:00:00.000Z', 'countryAcr': 'TUR', 'country': {'name': 'Turkey', 'acronym': 'TUR'}}"
86,566,"{'id': 38391, 'name': 'Mikalai Haliak', 'birthday': '1998-08-14T00:00:00.000Z', 'countryAcr': 'BLR', 'country': {'name': 'Belarus', 'acronym': 'BLR'}}"
86,567,"{'id': 77868, 'name': 'Nikolay Nedelchev', 'birthday': '2003-07-05T00:00:00.000Z', 'countryAcr': 'BUL', 'country': {'name': 'Bulgaria', 'acronym': 'BUL'}}"
86,568,"{'id': 45487, 'name': 'Johannes Seeman', 'birthday': '2000-07-05T00:00:00.000Z', 'countryAcr': 'EST', 'country': {'name': 'Estonia', 'acronym': 'EST'}}"
86,569,"{'id': 94989, 'name': 'Jacopo Bilardo', 'birthday': '2004-11-04T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
86,570,"{'id': 54146, 'name': 'Buvaysar Gadamauri', 'birthday': '2000-07-10T00:00:00.000Z', 'countryAcr': 'BEL', 'country': {'name': 'Belgium', 'acronym': 'BEL'}}"
86,571,"{'id': 54380, 'name': 'Tommaso Compagnucci', 'birthday': '1999-11-05T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
85,572,"{'id': 83918, 'name': 'Rik Muller', 'birthday': '2001-06-07T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
85,573,"{'id': 52369, 'name': 'Yeongseok Jeong', 'birthday': '2000-03-04T00:00:00.000Z', 'countryAcr': 'KOR', 'country': {'name': 'Korea, Rep.', 'acronym': 'KOR'}}"
85,574,"{'id': 90027, 'name': 'Brian Bozemoj', 'birthday': '2003-11-30T00:00:00.000Z', 'countryAcr': 'NED', 'country': {'name': 'Netherlands', 'acronym': 'NED'}}"
84,575,"{'id': 22686, 'name': 'Harrison Adams', 'birthday': '1994-05-25T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
